State,State_abbr,County,FIPS,Population,Sum of LALOWI1_10,Average of MedianFamilyIncome,Sum of TractWhite,FD%,%White,%Minority
Texas,TX,Brazoria,48039,313166,23207.44483,72241.54902,219416,0.074105889,0.700638,0.299362
Texas,TX,Brazos,48041,194851,29323.65292,55716.69048,142814,0.150492699,0.732939528,0.267060472
Texas,TX,Brewster,48043,9232,1571.197611,53153.33333,7993,0.170190382,0.865792894,0.134207106
Texas,TX,Briscoe,48045,1637,781.5751861,50859,1433,0.477443608,0.875381796,0.124618204
Texas,TX,Brooks,48047,7223,883.1857342,40691,6471,0.122274088,0.895888135,0.104111865
Texas,TX,Brown,48049,38106,4896.372581,46966.08333,32962,0.128493481,0.865008135,0.134991865
Texas,TX,Burleson,48051,17187,873.0907543,59526,13392,0.050799485,0.779193577,0.220806423
Texas,TX,Burnet,48053,42750,2920.994277,60147.5,37825,0.068327352,0.884795322,0.115204678
Texas,TX,Caldwell,48055,38066,3439.260616,55974.75,28865,0.090349935,0.758288236,0.241711764
Texas,TX,Calhoun,48057,21381,4298.283614,46138.16667,17432,0.201032862,0.815303307,0.184696693
Texas,TX,Callahan,48059,13544,1958.928035,54580,12724,0.144634379,0.939456586,0.060543414
Texas,TX,Cameron,48061,406220,80350.87195,36533.84884,353423,0.197801369,0.870028556,0.129971444
Texas,TX,Camp,48063,12401,754.6419162,46078.33333,8402,0.060853312,0.677526006,0.322473994
Texas,TX,Carson,48065,6182,308.139828,72163.5,5803,0.049844683,0.93869298,0.06130702
Texas,TX,Cass,48067,30464,1558.531263,47152.28571,24079,0.051159771,0.790408351,0.209591649
Texas,TX,Castro,48069,8062,497.1763636,48526,5532,0.06166911,0.686182089,0.313817911
Texas,TX,Chambers,48071,35096,1654.487741,59000,27582,0.047141775,0.785901527,0.214098473
Texas,TX,Cherokee,48073,50845,8026.331154,43977.08333,36450,0.157858809,0.716884649,0.283115351
Texas,TX,Childress,48075,7041,1439.735642,70553,5774,0.204478858,0.82005397,0.17994603
Texas,TX,Clay,48077,10752,1891.194847,62735,10224,0.175892378,0.950892857,0.049107143
Texas,TX,Cochran,48079,3127,246.5502916,44676,2288,0.078845632,0.731691717,0.268308283
Texas,TX,Coke,48081,3320,1196.570984,61379,3036,0.360412947,0.914457831,0.085542169
Texas,TX,Coleman,48083,8895,1035.120918,42717.33333,7841,0.116371098,0.881506464,0.118493536
Texas,TX,Collin,48085,782341,27922.67673,100916.1184,560036,0.035691184,0.715846415,0.284153585
Texas,TX,Collingsworth,48087,3057,80.86686981,49958,2338,0.026453016,0.764802094,0.235197906
Texas,TX,Colorado,48089,20874,1398.618827,54275.2,15676,0.067002914,0.750982083,0.249017917
Texas,TX,Comal,48091,108472,5563.566959,76630.5,97044,0.051290351,0.894645623,0.105354377
Texas,TX,Comanche,48093,13974,1250.960421,44355.75,12417,0.089520568,0.888578789,0.111421211
Texas,TX,Concho,48095,4087,433.7118506,58409,3553,0.106119856,0.869341816,0.130658184
Texas,TX,Cooke,48097,38437,1292.91442,58711.75,32943,0.033637235,0.857064807,0.142935193
Texas,TX,Coryell,48099,75388,15098.97572,48710.47368,53033,0.200283543,0.703467395,0.296532605
Texas,TX,Cottle,48101,1505,692.7156275,39500,1212,0.460276164,0.805315615,0.194684385
Texas,TX,Crane,48103,4375,150.7357418,66445,3243,0.034453884,0.741257143,0.258742857
Texas,TX,Crockett,48105,3719,79.25923395,61067,3092,0.021311975,0.831406292,0.168593708
Texas,TX,Crosby,48107,6059,139.9325189,45086,4784,0.023094986,0.789569236,0.210430764
Texas,TX,Culberson,48109,2398,123.9659497,38527,1892,0.051695559,0.788990826,0.211009174
Texas,TX,Dallam,48111,6703,1435.812406,53210,5371,0.214204447,0.801283008,0.198716992
Texas,TX,Dallas,48113,2368139,171772.3834,66212.82798,1267861,0.072534756,0.535382847,0.464617153
Texas,TX,Dawson,48115,13833,2496.697371,50301.5,10606,0.180488496,0.76671727,0.23328273
Texas,TX,Deaf Smith,48117,19372,1968.258225,55859.25,15075,0.101603253,0.778185009,0.221814991
Texas,TX,Delta,48119,5231,141.2939571,49392,4461,0.027010888,0.852800612,0.147199388
Texas,TX,Denton,48121,662614,38321.35084,91254.29197,497260,0.057833597,0.750451998,0.249548002
Texas,TX,DeWitt,48123,20097,349.0349927,62450,15206,0.017367517,0.756630343,0.243369657
Texas,TX,Dickens,48125,2444,135.7667738,52792,2052,0.055551053,0.839607201,0.160392799
Texas,TX,Dimmit,48127,9996,2589.544455,47003,8860,0.259058069,0.886354542,0.113645458
Texas,TX,Donley,48129,3677,213.7033589,55409,3307,0.058118944,0.89937449,0.10062551
Texas,TX,Duval,48131,11782,1890.623575,43699,10247,0.160467117,0.869716517,0.130283483
Texas,TX,Eastland,48133,18583,2045.620758,41783,16697,0.110080222,0.89850939,0.10149061
Texas,TX,Ector,48135,137130,10099.629,62372.89286,104653,0.073650033,0.763166339,0.236833661
Texas,TX,Edwards,48137,2002,191.0551604,51724,1739,0.095432148,0.868631369,0.131368631
Texas,TX,El Paso,48141,800647,80410.29015,45359.50932,656993,0.100431639,0.820577608,0.179422392
Texas,TX,Ellis,48139,149610,13312.87027,68139.32258,117662,0.088983826,0.786458124,0.213541876
Texas,TX,Erath,48143,37890,7134.216179,52842.875,32441,0.188287574,0.856188968,0.143811032
Texas,TX,Falls,48145,17866,1379.301542,48295.83333,10832,0.077202594,0.60629128,0.39370872
Texas,TX,Fannin,48147,33915,4916.494011,53660.66667,29172,0.144965178,0.860150376,0.139849624
Texas,TX,Fayette,48149,24554,1941.333943,61567.71429,20491,0.079063857,0.834527979,0.165472021
Texas,TX,Fisher,48151,3974,123.3772066,57074,3444,0.031046101,0.866633115,0.133366885
Texas,TX,Floyd,48153,6446,295.6788884,51955,4916,0.045870135,0.7626435,0.2373565
Texas,TX,Foard,48155,1336,611.4906539,47125,1211,0.457702585,0.906437126,0.093562874
Texas,TX,Fort Bend,48157,585375,52788.13234,90056.42105,296310,0.090178317,0.506188341,0.493811659
Texas,TX,Franklin,48159,10605,1906.211008,58096.33333,9178,0.179746441,0.86544083,0.13455917
Texas,TX,Freestone,48161,19816,1430.472277,55247.28571,14484,0.072187741,0.730924505,0.269075495
Texas,TX,Frio,48163,17217,2310.85703,39497.33333,13326,0.134219494,0.774002439,0.225997561
Texas,TX,Gaines,48165,17526,198.5564481,55470.33333,14726,0.011329251,0.840237362,0.159762638
Texas,TX,Galveston,48167,291309,27196.78181,67797.77612,211088,0.093360596,0.724618875,0.275381125
Texas,TX,Garza,48169,6461,408.6062318,56586,5348,0.063241949,0.827735645,0.172264355
Texas,TX,Gillespie,48171,24837,731.7980968,67124.6,22667,0.029464029,0.91263035,0.08736965
Texas,TX,Glasscock,48173,1226,276.3662333,104508,1044,0.225421071,0.851549755,0.148450245
Texas,TX,Goliad,48175,7210,695.4059295,62507,6035,0.096450198,0.8370319,0.1629681
Texas,TX,Gonzales,48177,19807,3514.185901,48669.83333,14158,0.177421412,0.714797799,0.285202201
Texas,TX,Gray,48179,22535,1574.896666,54388,18363,0.069886695,0.814865764,0.185134236
Texas,TX,Grayson,48181,120877,9984.428963,58050.11538,101371,0.082599907,0.83862935,0.16137065
Texas,TX,Gregg,48183,121730,12977.79614,52790.24,81928,0.106611321,0.673030477,0.326969523
Texas,TX,Grimes,48185,26604,2895.501725,54338.5,19409,0.108837082,0.729551947,0.270448053
Texas,TX,Guadalupe,48187,131533,18877.79064,73734.2069,105017,0.143521327,0.798408004,0.201591996
Texas,TX,Hale,48189,36273,2927.944335,46759.44444,25670,0.080719663,0.707688915,0.292311085
Texas,TX,Hall,48191,3353,412.4742155,41359,2579,0.123016467,0.769161945,0.230838055
Texas,TX,Hamilton,48193,8517,726.5031474,55066.66667,7913,0.085300358,0.92908301,0.07091699
Texas,TX,Hansford,48195,5613,820.070082,58982.5,4593,0.146101921,0.818278995,0.181721005
Texas,TX,Hardeman,48197,4139,418.638388,49909,3538,0.101144815,0.854795844,0.145204156
Texas,TX,Hardin,48199,54635,6636.136489,60906.63636,49505,0.1214631,0.906104146,0.093895854
Texas,TX,Harris,48201,4092459,278921.7124,68918.67684,2318256,0.068155041,0.566470183,0.433529817
Texas,TX,Harrison,48203,65631,3153.750078,54512.57143,45020,0.048052751,0.685956332,0.314043668
Texas,TX,Hartley,48205,6062,541.9582975,71202,5272,0.089402556,0.869679974,0.130320026
Texas,TX,Haskell,48207,5899,877.4158621,51803,4876,0.148739763,0.826580776,0.173419224
Texas,TX,Hays,48209,157107,5679.35357,77078.4,126712,0.03614959,0.806533127,0.193466873
Texas,TX,Hemphill,48211,3807,75.3561364,65417,3310,0.019794099,0.869451011,0.130548989
Texas,TX,Henderson,48213,78532,6741.118611,48503.52941,67395,0.085839131,0.858185198,0.141814802
Texas,TX,Hidalgo,48215,774769,185743.3606,39079.18584,681649,0.23974031,0.879809337,0.120190663
Texas,TX,Hill,48217,35089,951.9990947,50558.81818,29307,0.027130984,0.835219015,0.164780985
Texas,TX,Hockley,48219,22935,4141.424831,59414.85714,18000,0.180572262,0.784826684,0.215173316
Texas,TX,Hood,48221,51182,2989.858045,65168.6,47378,0.058416202,0.925676996,0.074323004
Texas,TX,Hopkins,48223,35161,3810.367602,52323.22222,28646,0.108369148,0.814709479,0.185290521
Texas,TX,Houston,48225,23732,5437.905795,46917.85714,15896,0.229138117,0.669812911,0.330187089
Texas,TX,Howard,48227,35012,5535.438402,56564,25928,0.158101177,0.740546098,0.259453902
Texas,TX,Hudspeth,48229,3476,2338.157618,27125,2738,0.672657543,0.787686997,0.212313003
Texas,TX,Hunt,48231,86129,3473.006165,54763.21053,70248,0.040323308,0.815613789,0.184386211
Texas,TX,Hutchinson,48233,22150,1939.02242,52611.28571,18944,0.087540516,0.855259594,0.144740406
Texas,TX,Irion,48235,1599,428.5204466,73352,1464,0.267992775,0.915572233,0.084427767
Texas,TX,Jack,48237,9044,1630.049491,62623.33333,7913,0.180235459,0.874944715,0.125055285
Texas,TX,Jackson,48239,14075,560.7975785,63820,11446,0.039843522,0.81321492,0.18678508
Texas,TX,Jasper,48241,35710,2730.247581,47269.375,27738,0.076456107,0.776757211,0.223242789
Texas,TX,Jeff Davis,48243,2342,107.1224704,62527,2113,0.04573974,0.902220325,0.097779675
Texas,TX,Jefferson,48245,252273,20128.83202,48090.75,131574,0.079789879,0.521554031,0.478445969
Texas,TX,Jim Hogg,48247,5300,1209.631409,40879,4658,0.228232341,0.878867925,0.121132075
Texas,TX,Jim Wells,48249,40838,4544.709878,48341.14286,35620,0.111286299,0.872226848,0.127773152
Texas,TX,Johnson,48251,150934,8900.701256,65776.75,131622,0.058970817,0.872050035,0.127949965
Texas,TX,Jones,48253,20202,2171.489199,45727.83333,14375,0.107488823,0.711563212,0.288436788
Texas,TX,Karnes,48255,14824,656.3963469,59900.25,10408,0.0442793,0.702104695,0.297895305
Texas,TX,Kaufman,48257,103350,7137.471861,66856.72222,81776,0.069061169,0.791253024,0.208746976
Texas,TX,Kendall,48259,33410,325.1163638,89668.33333,30299,0.009731109,0.906884166,0.093115834
Texas,TX,Kenedy,48261,416,236.5542113,48194,364,0.568639931,0.875,0.125
Texas,TX,Kent,48263,808,292.0596645,57353,753,0.361459981,0.931930693,0.068069307
Texas,TX,Kerr,48265,49625,3479.322411,55830.8,43505,0.07011229,0.876675063,0.123324937
Texas,TX,Kimble,48267,4607,338.7881248,46076,4216,0.073537687,0.915129151,0.084870849
Texas,TX,King,48269,286,75.93793046,75000,268,0.265517239,0.937062937,0.062937063
Texas,TX,Kinney,48271,3598,885.2663594,39405,3187,0.246044013,0.885769872,0.114230128
Texas,TX,Kleberg,48273,32061,5810.196148,40225.5,25618,0.181223173,0.799039331,0.200960669
Texas,TX,Knox,48275,3719,783.1128373,49038,2842,0.210570809,0.76418392,0.23581608
Texas,TX,La Salle,48283,6886,1244.450954,42326,6176,0.180721893,0.896892245,0.103107755
Texas,TX,Lamar,48277,49793,7244.76921,47275.91667,39489,0.145497745,0.793063282,0.206936718
Texas,TX,Lamb,48279,13977,218.9367169,46406.6,10403,0.015664071,0.744294198,0.255705802
Texas,TX,Lampasas,48281,19677,1492.852948,57345.2,16792,0.075867914,0.853382121,0.146617879
Texas,TX,Lavaca,48285,19263,712.9949987,56268.83333,16563,0.037013705,0.859834917,0.140165083
Texas,TX,Lee,48287,16612,1069.986152,62979.25,13101,0.064410435,0.788646761,0.211353239
Texas,TX,Leon,48289,16801,773.9439594,62322.66667,14258,0.046065351,0.848639962,0.151360038
Texas,TX,Liberty,48291,75643,3322.632312,55212.71429,58363,0.043925179,0.771558505,0.228441495
Texas,TX,Limestone,48293,23384,1817.001183,48376,16139,0.077702753,0.690172768,0.309827232
Texas,TX,Lipscomb,48295,3302,930.6485125,69512,2845,0.281843886,0.861599031,0.138400969
Texas,TX,Live Oak,48297,11531,423.6936592,49701.5,10107,0.036743878,0.876506808,0.123493192
Texas,TX,Llano,48299,19301,3080.903354,64066.83333,18319,0.159624027,0.949121807,0.050878193
Texas,TX,Loving,48301,82,41.48235282,68438,65,0.505882351,0.792682927,0.207317073
Texas,TX,Lubbock,48303,278831,25238.59753,58738.32353,215519,0.090515752,0.772937729,0.227062271
Texas,TX,Lynn,48305,5915,951.3984544,45901,4748,0.160845047,0.802704987,0.197295013
Texas,TX,Madison,48313,13664,2268.219851,51296.75,9149,0.165999696,0.669569672,0.330430328
Texas,TX,Marion,48315,10546,338.0816192,48765.75,7752,0.032057806,0.735065428,0.264934572
Texas,TX,Martin,48317,4799,329.9936353,68973.5,4067,0.068763,0.847468223,0.152531777
Texas,TX,Mason,48319,4012,114.1115325,58695,3731,0.028442555,0.92996012,0.07003988
Texas,TX,Matagorda,48321,36702,5933.03583,52843.1,26137,0.161654292,0.712141028,0.287858972
Texas,TX,Maverick,48323,54258,14453.45991,35211.33333,49617,0.266383942,0.914464226,0.085535774
Texas,TX,McCulloch,48307,8283,1877.609305,53352,6947,0.226682278,0.838705783,0.161294217
Texas,TX,McLennan,48309,234906,48137.95978,49327.58824,164037,0.204924352,0.698309111,0.301690889
Texas,TX,McMullen,48311,707,264.9176581,56136,643,0.37470673,0.909476662,0.090523338
Texas,TX,Medina,48325,46006,2269.1064,60764.75,39369,0.049321967,0.855736208,0.144263792
Texas,TX,Menard,48327,2242,154.248622,43958,1847,0.068799564,0.82381802,0.17618198
Texas,TX,Midland,48329,136872,9752.4455,75609.37037,105302,0.071252305,0.769346543,0.230653457
Texas,TX,Milam,48331,24757,2989.129567,49924,19347,0.120738763,0.781475946,0.218524054
Texas,TX,Mills,48333,4936,470.4389939,57429.5,4440,0.095307738,0.899513776,0.100486224
Texas,TX,Mitchell,48335,9403,564.0055551,55816.5,6433,0.059981448,0.684143359,0.315856641
Texas,TX,Montague,48337,19719,1652.035078,56870.83333,18384,0.083778847,0.932298798,0.067701202
Texas,TX,Montgomery,48339,455746,42295.37223,83296.66102,380593,0.092804703,0.835098937,0.164901063
Texas,TX,Moore,48341,21904,3002.862411,52400.5,15886,0.137091965,0.725255661,0.274744339
Texas,TX,Morris,48343,12934,100.2329519,45836.33333,9014,0.007749571,0.696922839,0.303077161
Texas,TX,Motley,48345,1210,115.4824158,43250,1115,0.095440013,0.921487603,0.078512397
Texas,TX,Nacogdoches,48347,64524,6398.405499,47758.23077,44249,0.099163187,0.685775835,0.314224165
Texas,TX,Navarro,48349,47735,4409.817908,46937.2,33142,0.092381228,0.6942914,0.3057086
Texas,TX,Newton,48351,14445,1751.334062,48623.75,11105,0.121241541,0.768778124,0.231221876
Texas,TX,Nolan,48353,15216,1141.093481,48443.8,12728,0.074993,0.836487907,0.163512093
Texas,TX,Nueces,48355,340223,35115.71344,57606.2963,277402,0.103213814,0.815353459,0.184646541
Texas,TX,Ochiltree,48357,10223,362.3759182,69387.33333,8747,0.035447121,0.855619681,0.144380319
Texas,TX,Oldham,48359,2052,708.5706089,69196,1850,0.345307314,0.901559454,0.098440546
Texas,TX,Orange,48361,81837,8562.264706,59181.04762,70478,0.104625838,0.861199702,0.138800298
Texas,TX,Palo Pinto,48363,28111,5754.362434,49668.55556,24497,0.204701449,0.871438227,0.128561773
Texas,TX,Panola,48365,23796,1936.009193,63845,18267,0.081358598,0.767650025,0.232349975
Texas,TX,Parker,48367,116927,7304.837261,76431.10526,106862,0.062473486,0.913920651,0.086079349
Texas,TX,Parmer,48369,10269,2276.120276,49072.5,7969,0.221649652,0.776024929,0.223975071
Texas,TX,Pecos,48371,15507,1870.858149,60291,12307,0.12064604,0.793641581,0.206358419
Texas,TX,Polk,48373,45413,1768.031678,47715.3,35082,0.038932281,0.772510074,0.227489926
Texas,TX,Potter,48375,121073,10052.17036,46854.55882,84523,0.083025698,0.698116013,0.301883987
Texas,TX,Presidio,48377,7818,3346.053852,40623,6715,0.427993586,0.858915324,0.141084676
Texas,TX,Rains,48379,10914,0,56609,9953,0,0.911947957,0.088052043
Texas,TX,Randall,48381,120725,4078.192375,75851.34483,107305,0.033780844,0.888838269,0.111161731
Texas,TX,Reagan,48383,3367,74.1852345,62130,2596,0.022033037,0.771012771,0.228987229
Texas,TX,Real,48385,3309,1494.915171,40982,2996,0.45177249,0.905409489,0.094590511
Texas,TX,Red River,48387,12860,3469.861288,48355.75,9838,0.269818141,0.765007776,0.234992224
Texas,TX,Reeves,48389,13783,1264.357815,48914.2,10645,0.091733136,0.77232823,0.22767177
Texas,TX,Refugio,48391,7383,429.5962954,52626.5,5943,0.058187227,0.804957334,0.195042666
Texas,TX,Roberts,48393,929,108.26585,84643,871,0.116540205,0.937567277,0.062432723
Texas,TX,Robertson,48395,16622,2466.998202,49621.4,11247,0.148417651,0.676633377,0.323366623
Texas,TX,Rockwall,48397,78337,2399.034171,97883.54545,65514,0.030624535,0.83630979,0.16369021
Texas,TX,Runnels,48399,10501,1449.825999,48128.25,8735,0.138065517,0.83182554,0.16817446
Texas,TX,Rusk,48401,53330,5763.934384,57285.38462,38512,0.108080525,0.722145134,0.277854866
Texas,TX,Sabine,48403,10834,638.4129654,38542,9658,0.058926801,0.891452834,0.108547166
Texas,TX,San Augustine,48405,8865,176.3287763,41726.33333,6375,0.019890443,0.719120135,0.280879865
Texas,TX,San Jacinto,48407,26384,778.0673774,52551,21693,0.029490122,0.82220285,0.17779715
Texas,TX,San Patricio,48409,64804,7780.034487,59816.125,55660,0.12005485,0.858897599,0.141102401
Texas,TX,San Saba,48411,6131,1067.045514,44286.5,5166,0.174041023,0.842603164,0.157396836
Texas,TX,Schleicher,48413,3461,177.2162083,62361,2780,0.051203759,0.803236059,0.196763941
Texas,TX,Scurry,48415,16921,444.0435672,62503.75,13325,0.026242159,0.787483009,0.212516991
Texas,TX,Shackelford,48417,3378,199.475163,61875,3145,0.059051262,0.931024275,0.068975725
Texas,TX,Shelby,48419,25448,1992.122667,46985.66667,17467,0.078282092,0.686380069,0.313619931
Texas,TX,Sherman,48421,3034,176.5601888,59659,2680,0.058193866,0.883322347,0.116677653
Texas,TX,Smith,48423,209714,16159.04409,57335.5122,147086,0.077052768,0.701364716,0.298635284
Texas,TX,Somervell,48425,8490,0,63774.5,7220,0,0.85041225,0.14958775
Texas,TX,Starr,48427,60968,17470.69387,31581.66667,58585,0.286555142,0.960913922,0.039086078
Texas,TX,Stephens,48429,9630,1326.600733,48428.66667,8161,0.137757085,0.847455867,0.152544133
Texas,TX,Sterling,48431,1143,540.1371985,55500,1013,0.472560979,0.886264217,0.113735783
Texas,TX,Stonewall,48433,1490,73.7380892,55313,1306,0.04948865,0.876510067,0.123489933
Texas,TX,Sutton,48435,4128,535.5686564,52742,3662,0.129740469,0.887112403,0.112887597
Texas,TX,Swisher,48437,7854,670.7002263,52932,5901,0.085396005,0.751336898,0.248663102
Texas,TX,Tarrant,48439,1809034,161976.3302,68432.61064,1205530,0.089537471,0.66639433,0.33360567
Texas,TX,Taylor,48441,131506,16775.49373,49637.26316,104409,0.127564474,0.793948565,0.206051435
Texas,TX,Terrell,48443,984,378.2744132,48393,828,0.384425217,0.841463415,0.158536585
Texas,TX,Terry,48445,12651,2580.22189,46273,10283,0.203953987,0.812821121,0.187178879
Texas,TX,Throckmorton,48447,1641,528.6656137,48587,1555,0.322160642,0.947592931,0.052407069
Texas,TX,Titus,48449,32334,4219.616439,47331.875,21848,0.13050091,0.675697408,0.324302592
Texas,TX,Tom Green,48451,110224,19342.99675,56323.96,90069,0.175488067,0.817145086,0.182854914
Texas,TX,Travis,48453,1024266,83915.96702,78039.01835,709814,0.081927904,0.692997717,0.307002283
Texas,TX,Trinity,48455,14585,578.7624978,46329,12302,0.039682036,0.843469318,0.156530682
Texas,TX,Tyler,48457,21766,3290.112656,49857.8,17930,0.15115835,0.82376183,0.17623817
Texas,TX,Upshur,48459,39309,1739.134957,58904.85714,33466,0.044242666,0.851357196,0.148642804
Texas,TX,Upton,48461,3355,304.1814934,66007,2516,0.090665125,0.749925484,0.250074516
Texas,TX,Uvalde,48463,26405,5479.004048,43716.4,20631,0.207498733,0.781329294,0.218670706
Texas,TX,Val Verde,48465,48879,10030.7787,44103.4,41534,0.205216529,0.849730968,0.150269032
Texas,TX,Van Zandt,48467,52579,6207.506775,52610.9,47784,0.118060571,0.908803895,0.091196105
Texas,TX,Victoria,48469,86793,8287.86302,53641.13043,69013,0.095489994,0.79514477,0.20485523
Texas,TX,Walker,48471,67861,4671.321474,53231.1,45511,0.068836614,0.6706503,0.3293497
Texas,TX,Waller,48473,43205,4936.109526,56842,25254,0.114248571,0.584515681,0.415484319
Texas,TX,Ward,48475,10658,308.8335578,63287.33333,8227,0.02897669,0.771908426,0.228091574
Texas,TX,Washington,48477,33718,2374.257681,58478.16667,25008,0.07041514,0.741681001,0.258318999
Texas,TX,Webb,48479,250304,36113.432,38265.57377,220201,0.144278286,0.879734243,0.120265757
Texas,TX,Wharton,48481,41280,2248.751775,47991.72727,29793,0.054475576,0.721729651,0.278270349
Texas,TX,Wheeler,48483,5410,150.0590221,63003.5,4469,0.027737342,0.826062847,0.173937153
Texas,TX,Wichita,48485,131500,14559.82074,52075.10811,101331,0.11072107,0.770577947,0.229422053
Texas,TX,Wilbarger,48487,13535,2388.950589,51048.5,10585,0.176501706,0.782046546,0.217953454
Texas,TX,Willacy,48489,22134,5414.514454,27711.66667,18995,0.244624309,0.858181982,0.141818018
Texas,TX,Williamson,48491,422679,43200.03456,81849.76404,330191,0.102205301,0.781186196,0.218813804
Texas,TX,Wilson,48493,42918,701.5475945,72800.36364,38231,0.016346232,0.890791742,0.109208258
Texas,TX,Winkler,48495,7110,22.22684602,62479.33333,5238,0.003126139,0.736708861,0.263291139
Texas,TX,Wise,48497,59127,1891.31422,66177.63636,52448,0.031987319,0.887039762,0.112960238
Texas,TX,Wood,48499,41964,4230.305194,50244.1,37213,0.100807959,0.88678391,0.11321609
Texas,TX,Yoakum,48501,7879,656.6402202,60263.5,5868,0.083340553,0.744764564,0.255235436
Texas,TX,Young,48503,18550,2171.231851,53108,16748,0.117047539,0.902857143,0.097142857
Texas,TX,Zapata,48505,14018,2953.352617,33536.66667,13122,0.21068288,0.93608218,0.06391782
Texas,TX,Zavala,48507,11677,2300.92364,33488.75,10301,0.197047499,0.882161514,0.117838486
Utah,UT,Beaver,49001,6629,263.529339,59611,5900,0.039754011,0.890028662,0.109971338
Utah,UT,Box Elder,49003,49975,2877.781697,64916.27273,45861,0.057584426,0.917678839,0.082321161
Utah,UT,Cache,49005,112656,11795.27364,58571.30769,100397,0.10470169,0.891182005,0.108817995
Utah,UT,Carbon,49007,21403,1854.885899,58618,19757,0.086664762,0.923094893,0.076905107
Utah,UT,Daggett,49009,1059,215.6894811,59688,1016,0.203672787,0.959395656,0.040604344
Utah,UT,Davis,49011,306479,22721.17757,78043.46296,275956,0.074136165,0.900407532,0.099592468
Utah,UT,Duchesne,49013,18607,1861.116888,64633.66667,16589,0.100022405,0.891546192,0.108453808
Utah,UT,Emery,49015,10976,363.9591249,59402.33333,10309,0.033159541,0.93923105,0.06076895
Utah,UT,Garfield,49017,5172,1301.453033,49482,4869,0.251634384,0.941415313,0.058584687
Utah,UT,Grand,49019,9225,273.9524476,55854.5,8207,0.029696742,0.889647696,0.110352304
Utah,UT,Iron,49021,46163,10333.1214,52322.25,41848,0.223839902,0.906526872,0.093473128
Utah,UT,Juab,49023,10246,1668.936012,59923.5,9831,0.162886591,0.959496389,0.040503611
Utah,UT,Kane,49025,7125,1301.954164,61477,6816,0.182730409,0.956631579,0.043368421
Utah,UT,Millard,49027,12503,1653.655499,60145,10950,0.132260697,0.87578981,0.12421019
Utah,UT,Morgan,49029,9469,8.909448854,86302.5,9234,0.000940907,0.975182173,0.024817827
Utah,UT,Piute,49031,1556,733.9879741,45000,1474,0.471714636,0.947300771,0.052699229
Utah,UT,Rich,49033,2264,830.1862487,61250,2196,0.366690039,0.969964664,0.030035336
Utah,UT,Salt Lake,49035,1029655,38667.83372,73255.66981,836074,0.037554165,0.811994309,0.188005691
Utah,UT,San Juan,49037,14746,4763.146437,44996,6759,0.323012779,0.45836159,0.54163841
Utah,UT,Sanpete,49039,27822,2169.990654,56785.6,25158,0.077995495,0.904248436,0.095751564
Utah,UT,Sevier,49041,20802,288.6682087,55845.8,19734,0.013876945,0.948658783,0.051341217
Utah,UT,Summit,49043,36324,2970.469272,102091.7692,32890,0.081777042,0.905461954,0.094538046
Utah,UT,Tooele,49045,58218,5381.29024,58740.72727,52804,0.092433444,0.907004706,0.092995294
Utah,UT,Uintah,49047,32588,2558.753572,65820.66667,28232,0.078518276,0.866331165,0.133668835
Utah,UT,Utah,49049,516564,52624.21753,68365.61719,461775,0.101873568,0.893935698,0.106064302
Utah,UT,Wasatch,49051,23530,2562.657314,71327,21275,0.108910213,0.904164896,0.095835104
Utah,UT,Washington,49053,138115,21458.30466,55230.14286,123914,0.15536549,0.897179886,0.102820114
Utah,UT,Wayne,49055,2778,391.378771,49583,2634,0.140885087,0.948164147,0.051835853
Utah,UT,Weber,49057,231236,14705.75862,61523.26,197101,0.06359632,0.852380252,0.147619748
Vermont,VT,Addison,50001,36821,499.0123783,71260.2,35078,0.013552385,0.952662883,0.047337117
Vermont,VT,Bennington,50003,37125,1210.936578,60891,35858,0.03261782,0.965872054,0.034127946
Vermont,VT,Caledonia,50005,31227,533.939535,57583.1,30138,0.01709865,0.965126333,0.034873667
Vermont,VT,Chittenden,50007,156545,3831.03293,79736.74286,144752,0.024472407,0.924667029,0.075332971
Vermont,VT,Essex,50009,6306,839.6963717,44015,6138,0.133158321,0.973358706,0.026641294
Vermont,VT,Franklin,50011,47746,1565.103704,68502,45648,0.032779787,0.956059146,0.043940854
Vermont,VT,Grand Isle,50013,6970,16.37617915,71071.5,6641,0.002349524,0.952797704,0.047202296
Vermont,VT,Lamoille,50015,24475,178.931462,64347,23656,0.007310785,0.966537283,0.033462717
Vermont,VT,Orange,50017,28936,805.9463741,66538,28077,0.027852722,0.970313796,0.029686204
Vermont,VT,Orleans,50019,27231,1142.543415,54292,26310,0.041957453,0.966178253,0.033821747
Vermont,VT,Rutland,50021,61642,3538.42726,61455.8,59829,0.057402863,0.970588235,0.029411765
Vermont,VT,Washington,50023,59534,3326.46561,74449.89474,57192,0.055875056,0.960661135,0.039338865
Vermont,VT,Windham,50025,44513,3378.639522,62582.77778,42412,0.07590231,0.952800306,0.047199694
Vermont,VT,Windsor,50027,56670,852.2531849,69561.05556,54563,0.015038877,0.962819834,0.037180166
Virginia,VA,Accomack,51001,33164,334.2701045,35797.63636,21662,0.010079306,0.653178145,0.346821855
Virginia,VA,Albemarle,51003,98970,3494.332528,86217.72727,79738,0.035306987,0.805678488,0.194321512
Virginia,VA,Alexandria,51510,139966,0,125801.1842,85186,0,0.608619236,0.391380764
